subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
82,1,2025-03-10,0-30min,5,2,62,0.42857142857142855
82,2,2025-03-11,0-30min,11,11,37,0.0
82,3,2025-03-12,0-30min,10,8,67,0.1111111111111111
82,4,2025-03-13,0-30min,13,5,73,0.4444444444444444
82,5,2025-03-14,0-30min,10,6,69,0.25
82,6,2025-03-17,0-30min,9,7,167,0.125
82,7,2025-03-18,0-30min,18,10,49,0.2857142857142857
82,8,2025-03-19,0-30min,17,7,115,0.4166666666666667
82,9,2025-03-20,0-30min,21,8,107,0.4482758620689655
82,10,2025-03-21,0-30min,26,5,78,0.6774193548387096
