subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
95,1,2025-03-10,0-30min,9,4,96,0.38461538461538464
95,2,2025-03-11,0-30min,6,2,214,0.5
95,3,2025-03-12,0-30min,28,5,202,0.696969696969697
95,4,2025-03-13,0-30min,6,1,200,0.7142857142857143
95,5,2025-03-14,0-30min,10,3,196,0.5384615384615384
95,6,2025-03-17,0-30min,16,2,191,0.7777777777777778
95,7,2025-03-18,0-30min,17,8,122,0.36
95,8,2025-03-19,0-30min,30,8,228,0.5789473684210527
95,9,2025-03-20,0-30min,13,0,317,1.0
95,10,2025-03-21,0-30min,12,0,382,1.0
