subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
91,1,2025-03-10,0-30min,19,6,152,0.52
91,2,2025-03-11,0-30min,7,6,200,0.07692307692307693
91,3,2025-03-12,0-30min,20,18,96,0.05263157894736842
91,4,2025-03-13,0-30min,18,13,40,0.16129032258064516
91,5,2025-03-14,0-30min,17,9,58,0.3076923076923077
91,6,2025-03-17,0-30min,7,5,58,0.16666666666666666
91,7,2025-03-18,0-30min,11,8,94,0.15789473684210525
91,8,2025-03-19,0-30min,14,3,263,0.6470588235294118
91,9,2025-03-20,0-30min,4,2,330,0.3333333333333333
91,10,2025-03-21,0-30min,18,1,124,0.8947368421052632
