subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-10,0-30min,6,0,114,1.0
92,2,2025-03-11,0-30min,13,3,112,0.625
92,3,2025-03-12,0-30min,7,4,122,0.2727272727272727
92,4,2025-03-13,0-30min,9,10,162,-0.05263157894736842
92,5,2025-03-14,0-30min,22,7,125,0.5172413793103449
92,6,2025-03-17,0-30min,45,12,97,0.5789473684210527
92,7,2025-03-18,0-30min,34,13,47,0.44680851063829785
92,8,2025-03-19,0-30min,23,5,82,0.6428571428571429
92,9,2025-03-20,0-30min,17,5,74,0.5454545454545454
92,10,2025-03-21,0-30min,8,0,187,1.0
