subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
87,1,2025-03-10,0-30min,9,5,31,0.2857142857142857
87,2,2025-03-11,0-30min,12,18,41,-0.2
87,3,2025-03-12,0-30min,1,11,25,-0.8333333333333334
87,4,2025-03-13,0-30min,11,16,42,-0.18518518518518517
87,5,2025-03-14,0-30min,17,18,28,-0.02857142857142857
87,6,2025-03-17,0-30min,8,25,44,-0.5151515151515151
87,7,2025-03-18,0-30min,6,21,12,-0.5555555555555556
87,8,2025-03-19,0-30min,10,8,28,0.1111111111111111
87,9,2025-03-20,0-30min,17,9,36,0.3076923076923077
87,10,2025-03-21,0-30min,26,10,82,0.4444444444444444
