subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-10,0-30min,10,3,226,0.5384615384615384
80,2,2025-03-11,0-30min,17,3,285,0.7
80,3,2025-03-12,0-30min,15,0,274,1.0
80,4,2025-03-13,0-30min,19,3,232,0.7272727272727273
80,5,2025-03-14,0-30min,16,5,173,0.5238095238095238
80,6,2025-03-17,0-30min,66,8,243,0.7837837837837838
80,7,2025-03-18,0-30min,59,13,197,0.6388888888888888
80,8,2025-03-19,0-30min,46,6,228,0.7692307692307693
80,9,2025-03-20,0-30min,24,6,383,0.6
80,10,2025-03-21,0-30min,49,2,549,0.9215686274509803
