subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
77,1,2025-03-10,0-30min,4,0,52,1.0
77,2,2025-03-11,0-30min,31,9,37,0.55
77,3,2025-03-12,0-30min,25,11,42,0.3888888888888889
77,4,2025-03-13,0-30min,19,12,88,0.22580645161290322
77,5,2025-03-14,0-30min,38,5,63,0.7674418604651163
77,6,2025-03-17,0-30min,60,13,44,0.6438356164383562
77,7,2025-03-18,0-30min,44,5,23,0.7959183673469388
77,8,2025-03-19,0-30min,7,6,17,0.07692307692307693
77,9,2025-03-20,0-30min,5,5,26,0.0
77,10,2025-03-21,0-30min,12,7,16,0.2631578947368421
