subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
93,1,2025-03-10,0-30min,16,4,98,0.6
93,2,2025-03-11,0-30min,10,2,122,0.6666666666666666
93,3,2025-03-12,0-30min,6,3,126,0.3333333333333333
93,4,2025-03-13,0-30min,4,5,79,-0.1111111111111111
93,5,2025-03-14,0-30min,8,4,156,0.3333333333333333
93,6,2025-03-17,0-30min,11,3,134,0.5714285714285714
93,7,2025-03-18,0-30min,8,4,129,0.3333333333333333
93,8,2025-03-19,0-30min,4,1,176,0.6
93,9,2025-03-20,0-30min,7,4,177,0.2727272727272727
93,10,2025-03-21,0-30min,4,3,161,0.14285714285714285
