subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
88,1,2025-03-24,0-60min,25,6,197,0.6129032258064516
88,2,2025-03-25,0-60min,35,9,128,0.5909090909090909
88,3,2025-03-26,0-60min,8,3,94,0.45454545454545453
88,4,2025-03-27,0-60min,22,2,55,0.8333333333333334
88,5,2025-03-28,0-60min,19,8,111,0.4074074074074074
88,6,2025-03-31,0-60min,13,2,40,0.7333333333333333
88,7,2025-04-01,0-60min,19,2,45,0.8095238095238095
88,8,2025-04-02,0-60min,29,5,43,0.7058823529411765
88,9,2025-04-03,0-60min,32,9,24,0.5609756097560976
88,10,2025-04-04,0-60min,32,2,20,0.8823529411764706
88,11,2025-04-07,0-60min,28,4,5,0.75
88,12,2025-04-08,0-60min,22,3,6,0.76
88,13,2025-04-09,0-60min,23,10,13,0.3939393939393939
88,14,2025-04-10,0-60min,29,6,14,0.6571428571428571
88,15,2025-04-11,0-60min,17,5,13,0.5454545454545454
