subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
78,1,2025-03-24,0-60min,23,7,48,0.5333333333333333
78,2,2025-03-25,0-60min,16,12,28,0.14285714285714285
78,3,2025-03-26,0-60min,16,8,39,0.3333333333333333
78,4,2025-03-27,0-60min,17,9,71,0.3076923076923077
78,5,2025-03-28,0-60min,6,0,21,1.0
78,6,2025-03-31,0-60min,15,13,75,0.07142857142857142
78,7,2025-04-01,0-60min,8,4,86,0.3333333333333333
78,8,2025-04-02,0-60min,5,2,25,0.42857142857142855
78,9,2025-04-03,0-60min,8,6,40,0.14285714285714285
78,10,2025-04-04,0-60min,7,7,42,0.0
78,11,2025-04-07,0-60min,4,1,41,0.6
78,12,2025-04-08,0-60min,3,0,100,1.0
78,13,2025-04-09,0-60min,0,4,66,-1.0
78,14,2025-04-10,0-60min,12,4,93,0.5
78,15,2025-04-11,0-60min,0,0,123,0.0
