date,session_number,n_subjects,time_window,active_mean,active_sem,inactive_mean,inactive_sem,reinforcers_mean,reinforcers_sem,di_mean,di_sem,subjects
2025-03-24,1,21,0-90min,46.666666666666664,6.265962231840704,27.38095238095238,4.184235716141801,293.57142857142856,69.9074078722207,0.25152239470964594,0.0637138506427282,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-03-25,2,21,0-90min,41.42857142857143,6.132908676725802,21.523809523809526,2.512209683698987,240.9047619047619,48.60833820588696,0.2703147401660075,0.061265878373273575,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-03-26,3,21,0-90min,37.476190476190474,5.737895292947593,20.80952380952381,3.4730050947695137,233.61904761904762,54.10992742336472,0.24716544122623632,0.07380422057420237,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-03-27,4,21,0-90min,39.523809523809526,5.253492110423446,20.571428571428573,3.6512175638732676,205.95238095238096,33.53317484108528,0.2985430384675041,0.07939129845953168,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-03-28,5,21,0-90min,39.666666666666664,6.2231129909848075,21.61904761904762,3.0323099047044426,176.95238095238096,23.29058048194233,0.23459310431640346,0.07870148092033386,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-03-31,6,21,0-90min,32.42857142857143,5.527737285242037,20.952380952380953,3.81159240888923,181.42857142857142,20.417143149077894,0.19912545411163465,0.06900964319613166,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-01,7,21,0-90min,35.04761904761905,4.750689741293638,21.523809523809526,3.7152740123622725,155.71428571428572,23.47383769308854,0.25266490799671115,0.0793011733481993,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-02,8,21,0-90min,38.19047619047619,6.224674420765381,20.333333333333332,4.452996307531638,159.76190476190476,26.56476318191323,0.29557643003233014,0.08721749806893314,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-03,9,21,0-90min,31.666666666666668,3.813291787351181,20.571428571428573,3.7335103387165716,165.95238095238096,29.65190920808809,0.25317558298085896,0.07513067270324347,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-04,10,21,0-90min,36.285714285714285,4.565543263749111,19.19047619047619,4.260038989111311,158.57142857142858,30.040605281226533,0.374838153561646,0.09296958289122978,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-07,11,21,0-90min,33.142857142857146,5.061654213342257,18.952380952380953,4.412657628810371,146.28571428571428,25.3911926860238,0.27104616626249095,0.1005927602688747,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-08,12,21,0-90min,37.857142857142854,6.353632244250003,17.38095238095238,3.256583209004636,140.33333333333334,21.424585167145672,0.33882604172133285,0.09046744187349012,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-09,13,21,0-90min,32.95238095238095,4.6561963155717265,18.285714285714285,3.7094858223758607,126.66666666666667,16.268764966335226,0.2716723288089278,0.07838489824675075,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-10,14,21,0-90min,32.142857142857146,4.376439556767523,19.142857142857142,4.2566664878279274,119.66666666666667,21.36470199435588,0.276019167054447,0.09642630405652217,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
2025-04-11,15,21,0-90min,33.095238095238095,5.239352559881193,21.952380952380953,5.025773116811058,155.76190476190476,28.901969329437563,0.19252510834632883,0.0975729332522661,"73,74,75,76,77,78,79,80,82,84,85,86,87,88,89,90,91,92,93,94,95"
