subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
89,1,2025-03-24,0-60min,33,17,116,0.32
89,2,2025-03-25,0-60min,30,11,109,0.4634146341463415
89,3,2025-03-26,0-60min,16,9,139,0.28
89,4,2025-03-27,0-60min,19,7,88,0.46153846153846156
89,5,2025-03-28,0-60min,10,9,152,0.05263157894736842
89,6,2025-03-31,0-60min,16,8,157,0.3333333333333333
89,7,2025-04-01,0-60min,14,3,87,0.6470588235294118
89,8,2025-04-02,0-60min,17,7,236,0.4166666666666667
89,9,2025-04-03,0-60min,13,4,148,0.5294117647058824
89,10,2025-04-04,0-60min,14,3,95,0.6470588235294118
89,11,2025-04-07,0-60min,18,13,73,0.16129032258064516
89,12,2025-04-08,0-60min,18,13,63,0.16129032258064516
89,13,2025-04-09,0-60min,19,6,56,0.52
89,14,2025-04-10,0-60min,12,5,47,0.4117647058823529
89,15,2025-04-11,0-60min,15,5,87,0.5
