subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-24,0-60min,75,5,920,0.875
80,2,2025-03-25,0-60min,26,20,722,0.13043478260869565
80,3,2025-03-26,0-60min,40,19,355,0.3559322033898305
80,4,2025-03-27,0-60min,45,13,225,0.5517241379310345
80,5,2025-03-28,0-60min,46,24,219,0.3142857142857143
80,6,2025-03-31,0-60min,43,12,231,0.5636363636363636
80,7,2025-04-01,0-60min,51,19,138,0.45714285714285713
80,8,2025-04-02,0-60min,81,23,151,0.5576923076923077
80,9,2025-04-03,0-60min,42,19,55,0.3770491803278688
80,10,2025-04-04,0-60min,41,13,41,0.5185185185185185
80,11,2025-04-07,0-60min,42,10,284,0.6153846153846154
80,12,2025-04-08,0-60min,28,19,154,0.19148936170212766
80,13,2025-04-09,0-60min,35,15,80,0.4
80,14,2025-04-10,0-60min,31,12,24,0.4418604651162791
80,15,2025-04-11,0-60min,29,15,97,0.3181818181818182
