subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
74,1,2025-03-24,0-60min,17,5,168,0.5454545454545454
74,2,2025-03-25,0-60min,7,6,145,0.07692307692307693
74,3,2025-03-26,0-60min,2,5,48,-0.42857142857142855
74,4,2025-03-27,0-60min,22,10,244,0.375
74,5,2025-03-28,0-60min,20,10,333,0.3333333333333333
74,6,2025-03-31,0-60min,11,5,152,0.375
74,7,2025-04-01,0-60min,30,6,130,0.6666666666666666
74,8,2025-04-02,0-60min,9,4,133,0.38461538461538464
74,9,2025-04-03,0-60min,14,5,94,0.47368421052631576
74,10,2025-04-04,0-60min,5,0,353,1.0
74,11,2025-04-07,0-60min,2,2,160,0.0
74,12,2025-04-08,0-60min,4,1,293,0.6
74,13,2025-04-09,0-60min,11,10,77,0.047619047619047616
74,14,2025-04-10,0-60min,14,2,138,0.75
74,15,2025-04-11,0-60min,1,3,137,-0.5
