subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
85,1,2025-03-24,0-60min,31,19,131,0.24
85,2,2025-03-25,0-60min,18,14,80,0.125
85,3,2025-03-26,0-60min,22,13,73,0.2571428571428571
85,4,2025-03-27,0-60min,22,11,81,0.3333333333333333
85,5,2025-03-28,0-60min,18,9,90,0.3333333333333333
85,6,2025-03-31,0-60min,26,17,101,0.20930232558139536
85,7,2025-04-01,0-60min,16,15,144,0.03225806451612903
85,8,2025-04-02,0-60min,22,21,187,0.023255813953488372
85,9,2025-04-03,0-60min,15,5,165,0.5
85,10,2025-04-04,0-60min,26,3,54,0.7931034482758621
85,11,2025-04-07,0-60min,18,12,102,0.2
85,12,2025-04-08,0-60min,14,8,51,0.2727272727272727
85,13,2025-04-09,0-60min,14,16,61,-0.06666666666666667
85,14,2025-04-10,0-60min,8,14,91,-0.2727272727272727
85,15,2025-04-11,0-60min,15,21,70,-0.16666666666666666
