subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
86,1,2025-03-24,0-60min,21,7,258,0.5
86,2,2025-03-25,0-60min,9,4,133,0.38461538461538464
86,3,2025-03-26,0-60min,19,4,319,0.6521739130434783
86,4,2025-03-27,0-60min,3,6,198,-0.3333333333333333
86,5,2025-03-28,0-60min,4,5,131,-0.1111111111111111
86,6,2025-03-31,0-60min,6,4,97,0.2
86,7,2025-04-01,0-60min,6,5,85,0.09090909090909091
86,8,2025-04-02,0-60min,3,5,75,-0.25
86,9,2025-04-03,0-60min,5,6,68,-0.09090909090909091
86,10,2025-04-04,0-60min,3,2,41,0.2
86,11,2025-04-07,0-60min,2,3,58,-0.2
86,12,2025-04-08,0-60min,10,12,96,-0.09090909090909091
86,13,2025-04-09,0-60min,14,8,98,0.2727272727272727
86,14,2025-04-10,0-60min,8,12,71,-0.2
86,15,2025-04-11,0-60min,16,11,88,0.18518518518518517
