subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
93,1,2025-03-24,0-60min,24,17,81,0.17073170731707318
93,2,2025-03-25,0-60min,37,21,157,0.27586206896551724
93,3,2025-03-26,0-60min,68,30,206,0.3877551020408163
93,4,2025-03-27,0-60min,44,23,120,0.31343283582089554
93,5,2025-03-28,0-60min,43,26,114,0.2463768115942029
93,6,2025-03-31,0-60min,45,38,189,0.08433734939759036
93,7,2025-04-01,0-60min,39,38,85,0.012987012987012988
93,8,2025-04-02,0-60min,46,38,120,0.09523809523809523
93,9,2025-04-03,0-60min,36,34,168,0.02857142857142857
93,10,2025-04-04,0-60min,36,41,140,-0.06493506493506493
93,11,2025-04-07,0-60min,44,20,69,0.375
93,12,2025-04-08,0-60min,44,25,128,0.2753623188405797
93,13,2025-04-09,0-60min,25,19,129,0.13636363636363635
93,14,2025-04-10,0-60min,29,42,88,-0.18309859154929578
93,15,2025-04-11,0-60min,36,50,58,-0.16279069767441862
