subject,phase,group,filename,time_seconds,time_minutes,response_code,response_type
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1377.33,22.955499999999997,5.0,other_5
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1377.33,22.955499999999997,17.0,other_17
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1380.03,23.0005,21.0,other_21
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1380.03,23.0005,22.0,other_22
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1381.33,23.022166666666667,18.0,other_18
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1382.33,23.038833333333333,14.0,other_14
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1382.33,23.038833333333333,10.0,other_10
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1387.32,23.122,19.0,other_19
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1387.33,23.122166666666665,11.0,other_11
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.54,23.309,2.0,active_lever
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.54,23.309,4.0,other_4
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.54,23.309,22.0,other_22
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,24.0,other_24
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,12.0,other_12
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,13.0,other_13
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,8.0,other_8
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,5.0,other_5
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1398.55,23.309166666666666,17.0,other_17
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1402.55,23.375833333333333,18.0,other_18
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1403.55,23.3925,14.0,other_14
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1403.55,23.3925,10.0,other_10
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1408.54,23.475666666666665,19.0,other_19
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1408.55,23.475833333333334,11.0,other_11
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1426.96,23.782666666666668,1.0,inactive_lever
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1488.05,24.800833333333333,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1488.28,24.804666666666666,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1488.44,24.807333333333336,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1593.43,26.557166666666667,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1593.94,26.56566666666667,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1692.74,28.212333333333333,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1699.54,28.325666666666667,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1713.86,28.56433333333333,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1714.44,28.574,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1719.5,28.658333333333335,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1720.68,28.678,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1722.89,28.714833333333335,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1824.56,30.409333333333333,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1825.24,30.420666666666666,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1825.88,30.431333333333335,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1826.42,30.440333333333335,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1831.03,30.517166666666665,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1831.57,30.526166666666665,6.0,reinforced
73,SelfAdmin,One,2025-04-14_09h08m_Subject 73.txt,1831.82,30.53033333333333,6.0,reinforced
