subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
87,1,2025-03-10,0-60min,9,8,64,0.058823529411764705
87,2,2025-03-11,0-60min,20,28,73,-0.16666666666666666
87,3,2025-03-12,0-60min,7,13,82,-0.3
87,4,2025-03-13,0-60min,29,23,85,0.11538461538461539
87,5,2025-03-14,0-60min,49,27,70,0.2894736842105263
87,6,2025-03-17,0-60min,28,32,70,-0.06666666666666667
87,7,2025-03-18,0-60min,48,32,53,0.2
87,8,2025-03-19,0-60min,32,11,45,0.4883720930232558
87,9,2025-03-20,0-60min,29,9,93,0.5263157894736842
87,10,2025-03-21,0-60min,38,15,109,0.4339622641509434
