subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-10,0-60min,8,0,243,1.0
92,2,2025-03-11,0-60min,14,7,229,0.3333333333333333
92,3,2025-03-12,0-60min,14,12,226,0.07692307692307693
92,4,2025-03-13,0-60min,11,17,235,-0.21428571428571427
92,5,2025-03-14,0-60min,41,12,208,0.5471698113207547
92,6,2025-03-17,0-60min,77,16,203,0.6559139784946236
92,7,2025-03-18,0-60min,51,17,227,0.5
92,8,2025-03-19,0-60min,35,9,232,0.5909090909090909
92,9,2025-03-20,0-60min,29,7,164,0.6111111111111112
92,10,2025-03-21,0-60min,20,6,296,0.5384615384615384
