subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
85,1,2025-03-10,0-60min,49,13,167,0.5806451612903226
85,2,2025-03-11,0-60min,25,9,185,0.47058823529411764
85,3,2025-03-12,0-60min,10,5,108,0.3333333333333333
85,4,2025-03-13,0-60min,42,22,77,0.3125
85,5,2025-03-14,0-60min,48,25,160,0.3150684931506849
85,6,2025-03-17,0-60min,69,30,123,0.3939393939393939
85,7,2025-03-18,0-60min,50,21,91,0.4084507042253521
85,8,2025-03-19,0-60min,28,15,64,0.3023255813953488
85,9,2025-03-20,0-60min,30,12,54,0.42857142857142855
85,10,2025-03-21,0-60min,28,13,74,0.36585365853658536
