subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
82,1,2025-03-10,0-60min,7,7,117,0.0
82,2,2025-03-11,0-60min,11,11,73,0.0
82,3,2025-03-12,0-60min,12,12,88,0.0
82,4,2025-03-13,0-60min,16,14,106,0.06666666666666667
82,5,2025-03-14,0-60min,11,8,89,0.15789473684210525
82,6,2025-03-17,0-60min,15,11,252,0.15384615384615385
82,7,2025-03-18,0-60min,27,19,168,0.17391304347826086
82,8,2025-03-19,0-60min,25,18,180,0.16279069767441862
82,9,2025-03-20,0-60min,23,10,130,0.3939393939393939
82,10,2025-03-21,0-60min,44,17,163,0.4426229508196721
