subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
73,1,2025-03-10,0-60min,30,27,111,0.05263157894736842
73,2,2025-03-11,0-60min,16,7,73,0.391304347826087
73,3,2025-03-12,0-60min,47,13,26,0.5666666666666667
73,4,2025-03-13,0-60min,14,2,75,0.75
73,5,2025-03-14,0-60min,17,9,174,0.3076923076923077
73,6,2025-03-17,0-60min,25,17,78,0.19047619047619047
73,7,2025-03-18,0-60min,25,15,85,0.25
73,8,2025-03-19,0-60min,28,22,107,0.12
73,9,2025-03-20,0-60min,27,15,90,0.2857142857142857
73,10,2025-03-21,0-60min,18,25,65,-0.16279069767441862
