subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
95,1,2025-03-10,0-60min,9,4,219,0.38461538461538464
95,2,2025-03-11,0-60min,8,2,406,0.6
95,3,2025-03-12,0-60min,34,5,312,0.7435897435897436
95,4,2025-03-13,0-60min,8,1,920,0.7777777777777778
95,5,2025-03-14,0-60min,14,3,485,0.6470588235294118
95,6,2025-03-17,0-60min,19,2,489,0.8095238095238095
95,7,2025-03-18,0-60min,24,8,327,0.5
95,8,2025-03-19,0-60min,30,8,390,0.5789473684210527
95,9,2025-03-20,0-60min,13,0,488,1.0
95,10,2025-03-21,0-60min,16,0,708,1.0
