subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-10,0-60min,16,3,482,0.6842105263157895
80,2,2025-03-11,0-60min,21,3,858,0.75
80,3,2025-03-12,0-60min,19,0,591,1.0
80,4,2025-03-13,0-60min,19,3,577,0.7272727272727273
80,5,2025-03-14,0-60min,22,5,379,0.6296296296296297
80,6,2025-03-17,0-60min,94,9,443,0.8252427184466019
80,7,2025-03-18,0-60min,60,15,295,0.6
80,8,2025-03-19,0-60min,70,6,424,0.8421052631578947
80,9,2025-03-20,0-60min,55,8,699,0.746031746031746
80,10,2025-03-21,0-60min,106,2,915,0.9629629629629629
