subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-10,0-60min,2,3,341,-0.2
94,2,2025-03-11,0-60min,8,12,252,-0.2
94,3,2025-03-12,0-60min,10,17,162,-0.25925925925925924
94,4,2025-03-13,0-60min,9,20,184,-0.3793103448275862
94,5,2025-03-14,0-60min,7,11,159,-0.2222222222222222
94,6,2025-03-17,0-60min,7,16,173,-0.391304347826087
94,7,2025-03-18,0-60min,9,9,137,0.0
94,8,2025-03-19,0-60min,13,3,148,0.625
94,9,2025-03-20,0-60min,19,30,110,-0.22448979591836735
94,10,2025-03-21,0-60min,18,10,136,0.2857142857142857
