subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
76,1,2025-03-10,0-60min,11,2,231,0.6923076923076923
76,2,2025-03-11,0-60min,17,5,128,0.5454545454545454
76,3,2025-03-12,0-60min,13,9,57,0.18181818181818182
76,4,2025-03-13,0-60min,18,8,40,0.38461538461538464
76,5,2025-03-14,0-60min,32,6,105,0.6842105263157895
76,6,2025-03-17,0-60min,35,10,73,0.5555555555555556
76,7,2025-03-18,0-60min,16,13,30,0.10344827586206896
76,8,2025-03-19,0-60min,33,21,47,0.2222222222222222
76,9,2025-03-20,0-60min,17,9,26,0.3076923076923077
76,10,2025-03-21,0-60min,18,10,65,0.2857142857142857
