subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
74,1,2025-03-10,0-60min,20,7,122,0.48148148148148145
74,2,2025-03-11,0-60min,16,4,90,0.6
74,3,2025-03-12,0-60min,11,1,100,0.8333333333333334
74,4,2025-03-13,0-60min,12,2,77,0.7142857142857143
74,5,2025-03-14,0-60min,21,2,62,0.8260869565217391
74,6,2025-03-17,0-60min,15,6,125,0.42857142857142855
74,7,2025-03-18,0-60min,39,3,157,0.8571428571428571
74,8,2025-03-19,0-60min,27,2,313,0.8620689655172413
74,9,2025-03-20,0-60min,21,8,192,0.4482758620689655
74,10,2025-03-21,0-60min,63,7,196,0.8
