subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
78,1,2025-03-10,0-60min,46,9,84,0.6727272727272727
78,2,2025-03-11,0-60min,17,2,61,0.7894736842105263
78,3,2025-03-12,0-60min,31,7,70,0.631578947368421
78,4,2025-03-13,0-60min,20,3,82,0.7391304347826086
78,5,2025-03-14,0-60min,27,13,45,0.35
78,6,2025-03-17,0-60min,21,4,37,0.68
78,7,2025-03-18,0-60min,31,4,45,0.7714285714285715
78,8,2025-03-19,0-60min,41,1,36,0.9523809523809523
78,9,2025-03-20,0-60min,19,3,23,0.7272727272727273
78,10,2025-03-21,0-60min,19,5,68,0.5833333333333334
