subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
95,1,2025-03-24,0-60min,43,48,205,-0.054945054945054944
95,2,2025-03-25,0-60min,66,30,216,0.375
95,3,2025-03-26,0-60min,41,30,486,0.15492957746478872
95,4,2025-03-27,0-60min,20,14,133,0.17647058823529413
95,5,2025-03-28,0-60min,18,6,223,0.5
95,6,2025-03-31,0-60min,15,7,239,0.36363636363636365
95,7,2025-04-01,0-60min,10,4,312,0.42857142857142855
95,8,2025-04-02,0-60min,10,4,274,0.42857142857142855
95,9,2025-04-03,0-60min,17,4,196,0.6190476190476191
95,10,2025-04-04,0-60min,18,1,260,0.8947368421052632
95,11,2025-04-07,0-60min,22,5,166,0.6296296296296297
95,12,2025-04-08,0-60min,15,5,151,0.5
95,13,2025-04-09,0-60min,13,1,183,0.8571428571428571
95,14,2025-04-10,0-60min,20,4,208,0.6666666666666666
95,15,2025-04-11,0-60min,18,4,246,0.6363636363636364
