subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
91,1,2025-03-24,0-60min,67,47,101,0.17543859649122806
91,2,2025-03-25,0-60min,23,19,164,0.09523809523809523
91,3,2025-03-26,0-60min,31,13,135,0.4090909090909091
91,4,2025-03-27,0-60min,30,17,221,0.2765957446808511
91,5,2025-03-28,0-60min,22,24,203,-0.043478260869565216
91,6,2025-03-31,0-60min,21,16,200,0.13513513513513514
91,7,2025-04-01,0-60min,24,16,68,0.2
91,8,2025-04-02,0-60min,25,13,90,0.3157894736842105
91,9,2025-04-03,0-60min,22,16,71,0.15789473684210525
91,10,2025-04-04,0-60min,18,24,62,-0.14285714285714285
91,11,2025-04-07,0-60min,14,9,20,0.21739130434782608
91,12,2025-04-08,0-60min,26,21,45,0.10638297872340426
91,13,2025-04-09,0-60min,16,12,57,0.14285714285714285
91,14,2025-04-10,0-60min,19,14,33,0.15151515151515152
91,15,2025-04-11,0-60min,18,34,33,-0.3076923076923077
