subject,phase,session,session_date,time_segment,total_active_presses,total_inactive_presses,total_reinforcers
91,SelfAdmin,2025-04-14_11h51m_Subject 91.txt,2025-04-14,0-60min,16,19,110
91,SelfAdmin,2025-04-02_13h06m_Subject 91.txt,2025-04-02,0-60min,21,13,90
91,SelfAdmin,2025-04-01_11h41m_Subject 91.txt,2025-04-01,0-60min,17,16,68
76,SelfAdmin,2025-04-10_09h50m_Subject 76.txt,2025-04-10,0-60min,21,3,38
76,SelfAdmin,2025-04-03_09h07m_Subject 76.txt,2025-04-03,0-60min,30,23,77
76,SelfAdmin,2025-03-21_09h24m_Subject 76.txt,2025-03-21,0-60min,12,9,65
76,SelfAdmin,2025-04-11_09h50m_Subject 76.txt,2025-04-11,0-60min,34,9,76
76,SelfAdmin,2025-03-12_09h12m_Subject 76.txt,2025-03-12,0-60min,9,9,57
76,SelfAdmin,2025-03-24_09h15m_Subject 76.txt,2025-03-24,0-60min,18,19,128
76,SelfAdmin,2025-03-20_10h05m_Subject 76.txt,2025-03-20,0-60min,12,9,26
76,SelfAdmin,2025-03-18_09h19m_Subject 76.txt,2025-03-18,0-60min,13,13,30
76,SelfAdmin,2025-04-02_09h48m_Subject 76.txt,2025-04-02,0-60min,20,8,27
76,SelfAdmin,2025-03-25_09h03m_Subject 76.txt,2025-03-25,0-60min,21,27,71
76,SelfAdmin,2025-04-04_08h37m_Subject 76.txt,2025-04-04,0-60min,38,32,71
76,SelfAdmin,2025-04-08_09h19m_Subject 76.txt,2025-04-08,0-60min,49,7,48
76,SelfAdmin,2025-04-01_08h21m_Subject 76.txt,2025-04-01,0-60min,24,45,92
76,SelfAdmin,2025-03-19_09h13m_Subject 76.txt,2025-03-19,0-60min,25,20,47
76,SelfAdmin,2025-04-07_08h40m_Subject 76.txt,2025-04-07,0-60min,25,9,52
76,SelfAdmin,2025-03-13_09h06m_Subject 76.txt,2025-03-13,0-60min,15,6,40
76,SelfAdmin,2025-03-27_08h40m_Subject 76.txt,2025-03-27,0-60min,20,30,81
76,SelfAdmin,2025-03-11_09h21m_Subject 76.txt,2025-03-11,0-60min,13,4,128
76,SelfAdmin,2025-03-10_09h38m_Subject 76.txt,2025-03-10,0-60min,3,2,231
76,SelfAdmin,2025-03-17_08h54m_Subject 76.txt,2025-03-17,0-60min,24,9,73
76,SelfAdmin,2025-03-28_08h53m_Subject 76.txt,2025-03-28,0-60min,24,31,110
76,SelfAdmin,2025-04-14_09h09m_Subject 76.txt,2025-04-14,0-60min,13,8,79
76,SelfAdmin,2025-03-26_10h13m_Subject 76.txt,2025-03-26,0-60min,16,18,61
76,SelfAdmin,2025-03-14_09h17m_Subject 76.txt,2025-03-14,0-60min,25,6,105
76,SelfAdmin,2025-03-31_09h37m_Subject 76.txt,2025-03-31,0-60min,18,17,67
76,SelfAdmin,2025-04-09_09h06m_Subject 76.txt,2025-04-09,0-60min,34,17,94
82,SelfAdmin,2025-04-09_09h07m_Subject 82.txt,2025-04-09,0-60min,4,4,98
82,SelfAdmin,2025-04-04_08h38m_Subject 82.txt,2025-04-04,0-60min,10,4,108
82,SelfAdmin,2025-04-03_09h07m_Subject 82.txt,2025-04-03,0-60min,7,5,69
82,SelfAdmin,2025-03-28_08h54m_Subject 82.txt,2025-03-28,0-60min,15,14,84
82,SelfAdmin,2025-03-17_08h54m_Subject 82.txt,2025-03-17,0-60min,9,11,252
82,SelfAdmin,2025-03-21_09h24m_Subject 82.txt,2025-03-21,0-60min,22,15,163
82,SelfAdmin,2025-03-14_09h19m_Subject 82.txt,2025-03-14,0-60min,6,8,89
82,SelfAdmin,2025-03-13_09h06m_Subject 82.txt,2025-03-13,0-60min,9,14,106
82,SelfAdmin,2025-03-27_08h41m_Subject 82.txt,2025-03-27,0-60min,5,8,120
82,SelfAdmin,2025-04-08_09h19m_Subject 82.txt,2025-04-08,0-60min,4,6,72
82,SelfAdmin,2025-04-11_09h50m_Subject 82.txt,2025-04-11,0-60min,6,8,89
82,SelfAdmin,2025-03-25_09h04m_Subject 82.txt,2025-03-25,0-60min,10,7,158
82,SelfAdmin,2025-03-19_09h13m_Subject 82.txt,2025-03-19,0-60min,15,18,180
82,SelfAdmin,2025-04-14_09h09m_Subject 82.txt,2025-04-14,0-60min,24,15,74
82,SelfAdmin,2025-03-24_09h16m_Subject 82.txt,2025-03-24,0-60min,16,21,184
82,SelfAdmin,2025-03-31_09h38m_Subject 82.txt,2025-03-31,0-60min,4,7,99
82,SelfAdmin,2025-03-12_09h12m_Subject 82.txt,2025-03-12,0-60min,8,12,88
82,SelfAdmin,2025-04-01_08h21m_Subject 82.txt,2025-04-01,0-60min,8,6,94
82,SelfAdmin,2025-04-10_09h50m_Subject 82.txt,2025-04-10,0-60min,3,6,88
82,SelfAdmin,2025-03-11_09h21m_Subject 82.txt,2025-03-11,0-60min,6,10,73
82,SelfAdmin,2025-04-02_09h49m_Subject 82.txt,2025-04-02,0-60min,5,4,60
82,SelfAdmin,2025-03-18_09h20m_Subject 82.txt,2025-03-18,0-60min,9,19,168
82,SelfAdmin,2025-03-10_09h39m_Subject 82.txt,2025-03-10,0-60min,4,7,117
82,SelfAdmin,2025-03-26_10h13m_Subject 82.txt,2025-03-26,0-60min,3,5,76
82,SelfAdmin,2025-03-20_10h05m_Subject 82.txt,2025-03-20,0-60min,17,9,130
82,SelfAdmin,2025-04-07_08h49m_Subject 82.txt,2025-04-07,0-60min,6,1,114
94,SelfAdmin,2025-04-03_12h23m_Subject 94.txt,2025-04-03,0-60min,7,14,106
94,SelfAdmin,2025-04-02_13h06m_Subject 94.txt,2025-04-02,0-60min,7,8,88
94,SelfAdmin,2025-03-31_12h55m_Subject 94.txt,2025-03-31,0-60min,5,13,87
94,SelfAdmin,2025-03-10_13h20m_Subject 94.txt,2025-03-10,0-60min,2,3,341
94,SelfAdmin,2025-03-14_12h55m_Subject 94.txt,2025-03-14,0-60min,7,11,159
94,SelfAdmin,2025-04-14_11h51m_Subject 94.txt,2025-04-14,0-60min,3,9,101
94,SelfAdmin,2025-03-19_12h34m_Subject 94.txt,2025-03-19,0-60min,9,3,148
94,SelfAdmin,2025-03-24_12h48m_Subject 94.txt,2025-03-24,0-60min,4,9,61
94,SelfAdmin,2025-04-04_11h55m_Subject 94.txt,2025-04-04,0-60min,5,23,91
94,SelfAdmin,2025-03-11_12h51m_Subject 94.txt,2025-03-11,0-60min,6,12,252
94,SelfAdmin,2025-04-07_12h35m_Subject 94.txt,2025-04-07,0-60min,5,17,70
94,SelfAdmin,2025-03-25_12h17m_Subject 94.txt,2025-03-25,0-60min,5,5,116
94,SelfAdmin,2025-04-01_11h42m_Subject 94.txt,2025-04-01,0-60min,5,17,94
94,SelfAdmin,2025-03-12_12h38m_Subject 94.txt,2025-03-12,0-60min,7,17,162
94,SelfAdmin,2025-03-21_13h25m_Subject 94.txt,2025-03-21,0-60min,11,10,136
94,SelfAdmin,2025-04-08_12h49m_Subject 94.txt,2025-04-08,0-60min,9,17,80
94,SelfAdmin,2025-04-09_12h24m_Subject 94.txt,2025-04-09,0-60min,4,7,110
94,SelfAdmin,2025-03-13_12h44m_Subject 94.txt,2025-03-13,0-60min,5,20,184
94,SelfAdmin,2025-03-17_13h18m_Subject 94.txt,2025-03-17,0-60min,5,16,173
94,SelfAdmin,2025-03-27_12h03m_Subject 94.txt,2025-03-27,0-60min,3,6,69
94,SelfAdmin,2025-03-20_13h39m_Subject 94.txt,2025-03-20,0-60min,11,29,110
94,SelfAdmin,2025-03-28_12h09m_Subject 94.txt,2025-03-28,0-60min,8,12,110
94,SelfAdmin,2025-04-11_13h12m_Subject 94.txt,2025-04-11,0-60min,5,5,174
94,SelfAdmin,2025-03-26_13h29m_Subject 94.txt,2025-03-26,0-60min,5,11,123
94,SelfAdmin,2025-04-10_13h08m_Subject 94.txt,2025-04-10,0-60min,6,6,180
94,SelfAdmin,2025-03-18_12h46m_Subject 94.txt,2025-03-18,0-60min,8,9,137
85,SelfAdmin,2025-03-20_13h38m_Subject 85.txt,2025-03-20,0-60min,23,11,54
85,SelfAdmin,2025-03-14_12h54m_Subject 85.txt,2025-03-14,0-60min,32,22,160
85,SelfAdmin,2025-03-24_12h44m_Subject 85.txt,2025-03-24,0-60min,19,18,131
85,SelfAdmin,2025-03-13_12h44m_Subject 85.txt,2025-03-13,0-60min,29,19,77
85,SelfAdmin,2025-04-11_13h10m_Subject 85.txt,2025-04-11,0-60min,13,19,70
85,SelfAdmin,2025-04-07_12h35m_Subject 85.txt,2025-04-07,0-60min,13,12,102
85,SelfAdmin,2025-04-10_13h07m_Subject 85.txt,2025-04-10,0-60min,8,14,91
85,SelfAdmin,2025-03-18_12h45m_Subject 85.txt,2025-03-18,0-60min,38,17,91
85,SelfAdmin,2025-03-17_13h17m_Subject 85.txt,2025-03-17,0-60min,46,26,123
85,SelfAdmin,2025-03-26_13h28m_Subject 85.txt,2025-03-26,0-60min,21,11,73
85,SelfAdmin,2025-04-14_10h34m_Subject 85.txt,2025-04-14,0-60min,16,11,58
85,SelfAdmin,2025-03-21_13h22m_Subject 85.txt,2025-03-21,0-60min,19,11,74
85,SelfAdmin,2025-04-08_12h48m_Subject 85.txt,2025-04-08,0-60min,10,8,51
85,SelfAdmin,2025-04-04_11h54m_Subject 85.txt,2025-04-04,0-60min,19,2,54
85,SelfAdmin,2025-04-01_11h40m_Subject 85.txt,2025-04-01,0-60min,14,14,144
85,SelfAdmin,2025-03-11_12h50m_Subject 85.txt,2025-03-11,0-60min,20,9,185
85,SelfAdmin,2025-04-09_12h23m_Subject 85.txt,2025-04-09,0-60min,11,16,61
85,SelfAdmin,2025-03-10_13h19m_Subject 85.txt,2025-03-10,0-60min,29,13,167
85,SelfAdmin,2025-04-03_12h21m_Subject 85.txt,2025-04-03,0-60min,12,5,165
85,SelfAdmin,2025-03-31_12h54m_Subject 85.txt,2025-03-31,0-60min,19,15,101
85,SelfAdmin,2025-03-25_12h16m_Subject 85.txt,2025-03-25,0-60min,13,14,80
85,SelfAdmin,2025-03-12_12h37m_Subject 85.txt,2025-03-12,0-60min,10,3,108
85,SelfAdmin,2025-04-02_13h05m_Subject 85.txt,2025-04-02,0-60min,16,21,187
85,SelfAdmin,2025-03-28_12h08m_Subject 85.txt,2025-03-28,0-60min,15,6,90
85,SelfAdmin,2025-03-19_12h33m_Subject 85.txt,2025-03-19,0-60min,22,15,64
85,SelfAdmin,2025-03-27_12h02m_Subject 85.txt,2025-03-27,0-60min,14,11,81
79,SelfAdmin,2025-03-19_09h13m_Subject 79.txt,2025-03-19,0-60min,9,32,922
79,SelfAdmin,2025-04-03_09h07m_Subject 79.txt,2025-04-03,0-60min,26,15,243
79,SelfAdmin,2025-03-24_09h15m_Subject 79.txt,2025-03-24,0-60min,25,17,535
79,SelfAdmin,2025-04-01_08h21m_Subject 79.txt,2025-04-01,0-60min,27,22,123
79,SelfAdmin,2025-04-08_09h19m_Subject 79.txt,2025-04-08,0-60min,44,16,288
79,SelfAdmin,2025-03-25_09h04m_Subject 79.txt,2025-03-25,0-60min,35,27,281
79,SelfAdmin,2025-04-10_09h50m_Subject 79.txt,2025-04-10,0-60min,32,15,212
79,SelfAdmin,2025-03-18_09h19m_Subject 79.txt,2025-03-18,0-60min,4,10,821
79,SelfAdmin,2025-04-09_09h06m_Subject 79.txt,2025-04-09,0-60min,30,10,159
79,SelfAdmin,2025-04-14_09h09m_Subject 79.txt,2025-04-14,0-60min,27,44,164
79,SelfAdmin,2025-03-14_09h19m_Subject 79.txt,2025-03-14,0-60min,7,6,224
79,SelfAdmin,2025-04-07_08h45m_Subject 79.txt,2025-04-07,0-60min,26,19,351
79,SelfAdmin,2025-03-31_09h38m_Subject 79.txt,2025-03-31,0-60min,37,26,145
79,SelfAdmin,2025-03-11_09h21m_Subject 79.txt,2025-03-11,0-60min,10,3,371
79,SelfAdmin,2025-03-13_09h06m_Subject 79.txt,2025-03-13,0-60min,3,60,351
79,SelfAdmin,2025-03-20_10h05m_Subject 79.txt,2025-03-20,0-60min,8,1,1898
79,SelfAdmin,2025-04-11_09h50m_Subject 79.txt,2025-04-11,0-60min,18,12,155
79,SelfAdmin,2025-03-17_08h54m_Subject 79.txt,2025-03-17,0-60min,10,8,710
79,SelfAdmin,2025-03-10_09h39m_Subject 79.txt,2025-03-10,0-60min,3,6,305
79,SelfAdmin,2025-04-04_08h37m_Subject 79.txt,2025-04-04,0-60min,29,20,184
79,SelfAdmin,2025-03-27_08h41m_Subject 79.txt,2025-03-27,0-60min,27,30,135
79,SelfAdmin,2025-03-28_08h53m_Subject 79.txt,2025-03-28,0-60min,47,32,166
79,SelfAdmin,2025-03-26_10h13m_Subject 79.txt,2025-03-26,0-60min,15,23,241
79,SelfAdmin,2025-03-12_09h12m_Subject 79.txt,2025-03-12,0-60min,8,12,411
79,SelfAdmin,2025-03-21_09h24m_Subject 79.txt,2025-03-21,0-60min,11,5,1986
79,SelfAdmin,2025-04-02_09h49m_Subject 79.txt,2025-04-02,0-60min,34,16,225
86,SelfAdmin,2025-04-02_13h05m_Subject 86.txt,2025-04-02,0-60min,3,5,75
86,SelfAdmin,2025-04-03_12h21m_Subject 86.txt,2025-04-03,0-60min,3,6,68
86,SelfAdmin,2025-03-10_13h19m_Subject 86.txt,2025-03-10,0-60min,1,3,114
86,SelfAdmin,2025-04-09_12h23m_Subject 86.txt,2025-04-09,0-60min,8,8,98
86,SelfAdmin,2025-03-27_12h02m_Subject 86.txt,2025-03-27,0-60min,3,6,198
86,SelfAdmin,2025-03-21_13h23m_Subject 86.txt,2025-03-21,0-60min,6,0,125
86,SelfAdmin,2025-03-13_12h44m_Subject 86.txt,2025-03-13,0-60min,5,2,44
86,SelfAdmin,2025-03-24_12h44m_Subject 86.txt,2025-03-24,0-60min,11,7,258
86,SelfAdmin,2025-04-11_13h11m_Subject 86.txt,2025-04-11,0-60min,9,11,88
86,SelfAdmin,2025-04-04_11h54m_Subject 86.txt,2025-04-04,0-60min,3,2,41
86,SelfAdmin,2025-03-28_12h08m_Subject 86.txt,2025-03-28,0-60min,4,5,131
86,SelfAdmin,2025-03-17_13h17m_Subject 86.txt,2025-03-17,0-60min,3,0,124
86,SelfAdmin,2025-03-19_12h33m_Subject 86.txt,2025-03-19,0-60min,3,0,162
86,SelfAdmin,2025-04-14_10h34m_Subject 86.txt,2025-04-14,0-60min,13,3,59
86,SelfAdmin,2025-03-31_12h54m_Subject 86.txt,2025-03-31,0-60min,6,4,97
86,SelfAdmin,2025-03-25_12h16m_Subject 86.txt,2025-03-25,0-60min,6,4,133
86,SelfAdmin,2025-03-12_12h37m_Subject 86.txt,2025-03-12,0-60min,0,0,88
86,SelfAdmin,2025-04-07_12h35m_Subject 86.txt,2025-04-07,0-60min,2,3,58
86,SelfAdmin,2025-03-14_12h54m_Subject 86.txt,2025-03-14,0-60min,2,3,148
86,SelfAdmin,2025-03-20_13h38m_Subject 86.txt,2025-03-20,0-60min,5,0,171
86,SelfAdmin,2025-03-26_13h28m_Subject 86.txt,2025-03-26,0-60min,7,4,319
86,SelfAdmin,2025-04-10_13h07m_Subject 86.txt,2025-04-10,0-60min,8,12,71
86,SelfAdmin,2025-03-11_12h50m_Subject 86.txt,2025-03-11,0-60min,0,0,123
86,SelfAdmin,2025-04-01_11h40m_Subject 86.txt,2025-04-01,0-60min,4,5,85
86,SelfAdmin,2025-03-18_12h45m_Subject 86.txt,2025-03-18,0-60min,2,0,217
86,SelfAdmin,2025-04-08_12h48m_Subject 86.txt,2025-04-08,0-60min,10,12,96
92,SelfAdmin,2025-03-18_12h46m_Subject 92.txt,2025-03-18,0-60min,22,16,227
92,SelfAdmin,2025-04-03_12h22m_Subject 92.txt,2025-04-03,0-60min,22,42,52
92,SelfAdmin,2025-03-14_12h55m_Subject 92.txt,2025-03-14,0-60min,21,11,208
92,SelfAdmin,2025-03-26_13h29m_Subject 92.txt,2025-03-26,0-60min,23,29,61
92,SelfAdmin,2025-03-11_12h51m_Subject 92.txt,2025-03-11,0-60min,7,7,229
92,SelfAdmin,2025-03-31_12h55m_Subject 92.txt,2025-03-31,0-60min,38,21,50
92,SelfAdmin,2025-04-11_13h12m_Subject 92.txt,2025-04-11,0-60min,30,35,78
92,SelfAdmin,2025-04-10_13h07m_Subject 92.txt,2025-04-10,0-60min,22,29,49
92,SelfAdmin,2025-03-13_12h44m_Subject 92.txt,2025-03-13,0-60min,6,17,235
92,SelfAdmin,2025-03-17_13h18m_Subject 92.txt,2025-03-17,0-60min,29,14,203
92,SelfAdmin,2025-03-21_13h24m_Subject 92.txt,2025-03-21,0-60min,14,6,296
92,SelfAdmin,2025-04-02_13h06m_Subject 92.txt,2025-04-02,0-60min,27,41,48
92,SelfAdmin,2025-04-01_11h41m_Subject 92.txt,2025-04-01,0-60min,28,44,76
92,SelfAdmin,2025-04-14_11h31m_Subject 92.txt,2025-04-14,0-60min,0,0,7
92,SelfAdmin,2025-03-28_12h09m_Subject 92.txt,2025-03-28,0-60min,34,20,44
92,SelfAdmin,2025-03-27_12h03m_Subject 92.txt,2025-03-27,0-60min,27,28,98
92,SelfAdmin,2025-03-25_12h17m_Subject 92.txt,2025-03-25,0-60min,19,22,106
92,SelfAdmin,2025-04-09_12h24m_Subject 92.txt,2025-04-09,0-60min,21,45,64
92,SelfAdmin,2025-03-12_12h38m_Subject 92.txt,2025-03-12,0-60min,7,11,226
92,SelfAdmin,2025-04-07_12h35m_Subject 92.txt,2025-04-07,0-60min,24,45,91
92,SelfAdmin,2025-04-08_12h49m_Subject 92.txt,2025-04-08,0-60min,26,40,43
92,SelfAdmin,2025-04-04_11h55m_Subject 92.txt,2025-04-04,0-60min,21,36,39
92,SelfAdmin,2025-03-20_13h39m_Subject 92.txt,2025-03-20,0-60min,21,7,164
92,SelfAdmin,2025-03-24_12h48m_Subject 92.txt,2025-03-24,0-60min,24,17,91
92,SelfAdmin,2025-03-19_12h34m_Subject 92.txt,2025-03-19,0-60min,21,8,232
92,SelfAdmin,2025-03-10_13h20m_Subject 92.txt,2025-03-10,0-60min,4,0,243
92,SelfAdmin,2025-04-14_11h51m_Subject 92.txt,2025-04-14,0-60min,17,23,52
80,SelfAdmin,2025-04-08_09h19m_Subject 80.txt,2025-04-08,0-60min,18,18,154
80,SelfAdmin,2025-03-27_08h41m_Subject 80.txt,2025-03-27,0-60min,28,13,225
80,SelfAdmin,2025-04-02_09h49m_Subject 80.txt,2025-04-02,0-60min,48,18,151
80,SelfAdmin,2025-03-17_08h54m_Subject 80.txt,2025-03-17,0-60min,51,6,443
80,SelfAdmin,2025-03-18_09h20m_Subject 80.txt,2025-03-18,0-60min,34,14,295
80,SelfAdmin,2025-04-01_08h21m_Subject 80.txt,2025-04-01,0-60min,34,16,138
80,SelfAdmin,2025-04-07_08h49m_Subject 80.txt,2025-04-07,0-60min,31,8,284
80,SelfAdmin,2025-04-04_08h37m_Subject 80.txt,2025-04-04,0-60min,30,12,41
80,SelfAdmin,2025-03-11_09h21m_Subject 80.txt,2025-03-11,0-60min,10,3,858
80,SelfAdmin,2025-04-11_09h50m_Subject 80.txt,2025-04-11,0-60min,21,13,97
80,SelfAdmin,2025-03-12_09h12m_Subject 80.txt,2025-03-12,0-60min,10,0,591
80,SelfAdmin,2025-03-21_09h24m_Subject 80.txt,2025-03-21,0-60min,37,1,915
80,SelfAdmin,2025-04-10_09h50m_Subject 80.txt,2025-04-10,0-60min,17,11,24
80,SelfAdmin,2025-03-20_10h05m_Subject 80.txt,2025-03-20,0-60min,30,7,699
80,SelfAdmin,2025-03-24_09h15m_Subject 80.txt,2025-03-24,0-60min,34,5,920
80,SelfAdmin,2025-03-10_09h39m_Subject 80.txt,2025-03-10,0-60min,12,3,482
80,SelfAdmin,2025-03-14_09h19m_Subject 80.txt,2025-03-14,0-60min,15,5,379
80,SelfAdmin,2025-04-03_09h07m_Subject 80.txt,2025-04-03,0-60min,31,18,55
80,SelfAdmin,2025-03-31_09h38m_Subject 80.txt,2025-03-31,0-60min,27,11,231
80,SelfAdmin,2025-04-09_09h06m_Subject 80.txt,2025-04-09,0-60min,23,14,80
80,SelfAdmin,2025-03-25_09h04m_Subject 80.txt,2025-03-25,0-60min,13,20,722
80,SelfAdmin,2025-03-26_10h13m_Subject 80.txt,2025-03-26,0-60min,25,16,355
80,SelfAdmin,2025-03-19_09h13m_Subject 80.txt,2025-03-19,0-60min,37,5,424
80,SelfAdmin,2025-03-28_08h53m_Subject 80.txt,2025-03-28,0-60min,31,22,219
80,SelfAdmin,2025-03-13_09h06m_Subject 80.txt,2025-03-13,0-60min,12,3,577
80,SelfAdmin,2025-04-14_09h09m_Subject 80.txt,2025-04-14,0-60min,54,11,274
89,SelfAdmin,2025-03-27_12h02m_Subject 89.txt,2025-03-27,0-60min,16,7,88
89,SelfAdmin,2025-04-10_13h07m_Subject 89.txt,2025-04-10,0-60min,10,5,47
89,SelfAdmin,2025-03-17_13h17m_Subject 89.txt,2025-03-17,0-60min,5,3,175
89,SelfAdmin,2025-03-12_12h37m_Subject 89.txt,2025-03-12,0-60min,7,2,55
89,SelfAdmin,2025-03-11_12h50m_Subject 89.txt,2025-03-11,0-60min,3,5,44
89,SelfAdmin,2025-04-09_12h24m_Subject 89.txt,2025-04-09,0-60min,14,6,56
89,SelfAdmin,2025-03-14_12h54m_Subject 89.txt,2025-03-14,0-60min,9,2,113
89,SelfAdmin,2025-03-21_13h24m_Subject 89.txt,2025-03-21,0-60min,5,12,97
89,SelfAdmin,2025-03-25_12h17m_Subject 89.txt,2025-03-25,0-60min,24,10,109
89,SelfAdmin,2025-04-02_13h05m_Subject 89.txt,2025-04-02,0-60min,10,7,236
89,SelfAdmin,2025-04-07_12h35m_Subject 89.txt,2025-04-07,0-60min,15,10,73
89,SelfAdmin,2025-04-08_12h48m_Subject 89.txt,2025-04-08,0-60min,14,13,63
89,SelfAdmin,2025-04-01_11h40m_Subject 89.txt,2025-04-01,0-60min,14,3,87
89,SelfAdmin,2025-04-14_10h34m_Subject 89.txt,2025-04-14,0-60min,21,10,57
89,SelfAdmin,2025-03-24_12h45m_Subject 89.txt,2025-03-24,0-60min,23,15,116
89,SelfAdmin,2025-03-26_13h28m_Subject 89.txt,2025-03-26,0-60min,12,9,139
89,SelfAdmin,2025-03-10_13h19m_Subject 89.txt,2025-03-10,0-60min,3,3,59
89,SelfAdmin,2025-03-13_12h44m_Subject 89.txt,2025-03-13,0-60min,5,3,88
89,SelfAdmin,2025-04-11_13h11m_Subject 89.txt,2025-04-11,0-60min,11,5,87
89,SelfAdmin,2025-03-19_12h33m_Subject 89.txt,2025-03-19,0-60min,5,4,99
89,SelfAdmin,2025-03-31_12h54m_Subject 89.txt,2025-03-31,0-60min,15,8,157
89,SelfAdmin,2025-03-20_13h39m_Subject 89.txt,2025-03-20,0-60min,5,5,122
89,SelfAdmin,2025-03-18_12h45m_Subject 89.txt,2025-03-18,0-60min,3,12,112
89,SelfAdmin,2025-04-04_11h54m_Subject 89.txt,2025-04-04,0-60min,13,3,95
89,SelfAdmin,2025-04-03_12h22m_Subject 89.txt,2025-04-03,0-60min,12,4,148
89,SelfAdmin,2025-03-28_12h09m_Subject 89.txt,2025-03-28,0-60min,9,9,152
83,SelfAdmin,2025-03-20_10h06m_Subject 83.txt,2025-03-20,0-60min,5,6,56
83,SelfAdmin,2025-03-10_09h39m_Subject 83.txt,2025-03-10,0-60min,4,0,81
83,SelfAdmin,2025-03-19_09h14m_Subject 83.txt,2025-03-19,0-60min,3,15,66
83,SelfAdmin,2025-03-12_09h12m_Subject 83.txt,2025-03-12,0-60min,3,2,113
83,SelfAdmin,2025-03-31_09h38m_Subject 83.txt,2025-03-31,0-60min,0,2,21
83,SelfAdmin,2025-04-02_09h49m_Subject 83.txt,2025-04-02,0-60min,3,7,64
83,SelfAdmin,2025-03-27_08h41m_Subject 83.txt,2025-03-27,0-60min,3,2,36
83,SelfAdmin,2025-04-03_09h07m_Subject 83.txt,2025-04-03,0-60min,13,3,135
83,SelfAdmin,2025-03-24_09h16m_Subject 83.txt,2025-03-24,0-60min,6,7,59
83,SelfAdmin,2025-03-18_09h20m_Subject 83.txt,2025-03-18,0-60min,2,9,97
83,SelfAdmin,2025-04-10_09h50m_Subject 83.txt,2025-04-10,0-60min,4,0,47
83,SelfAdmin,2025-04-14_09h09m_Subject 83.txt,2025-04-14,0-60min,4,6,48
83,SelfAdmin,2025-04-09_09h07m_Subject 83.txt,2025-04-09,0-60min,9,3,71
83,SelfAdmin,2025-04-01_08h21m_Subject 83.txt,2025-04-01,0-60min,4,4,63
83,SelfAdmin,2025-03-28_08h54m_Subject 83.txt,2025-03-28,0-60min,5,2,45
83,SelfAdmin,2025-03-25_09h04m_Subject 83.txt,2025-03-25,0-60min,1,2,49
83,SelfAdmin,2025-03-26_10h13m_Subject 83.txt,2025-03-26,0-60min,0,1,27
83,SelfAdmin,2025-03-13_09h06m_Subject 83.txt,2025-03-13,0-60min,6,4,288
83,SelfAdmin,2025-04-11_09h50m_Subject 83.txt,2025-04-11,0-60min,2,1,47
83,SelfAdmin,2025-03-17_08h54m_Subject 83.txt,2025-03-17,0-60min,8,1,144
83,SelfAdmin,2025-03-14_09h19m_Subject 83.txt,2025-03-14,0-60min,16,7,254
83,SelfAdmin,2025-04-07_08h49m_Subject 83.txt,2025-04-07,0-60min,3,0,49
83,SelfAdmin,2025-03-11_09h21m_Subject 83.txt,2025-03-11,0-60min,10,2,152
83,SelfAdmin,2025-04-04_08h38m_Subject 83.txt,2025-04-04,0-60min,4,1,33
83,SelfAdmin,2025-04-08_09h19m_Subject 83.txt,2025-04-08,0-60min,3,10,63
83,SelfAdmin,2025-03-21_09h24m_Subject 83.txt,2025-03-21,0-60min,6,4,59
95,SelfAdmin,2025-03-11_12h51m_Subject 95.txt,2025-03-11,0-60min,6,2,406
95,SelfAdmin,2025-03-25_12h17m_Subject 95.txt,2025-03-25,0-60min,32,29,216
95,SelfAdmin,2025-04-01_11h42m_Subject 95.txt,2025-04-01,0-60min,10,4,312
95,SelfAdmin,2025-03-19_12h34m_Subject 95.txt,2025-03-19,0-60min,14,7,390
95,SelfAdmin,2025-04-11_13h12m_Subject 95.txt,2025-04-11,0-60min,12,4,246
95,SelfAdmin,2025-03-12_12h38m_Subject 95.txt,2025-03-12,0-60min,19,5,312
95,SelfAdmin,2025-04-08_12h49m_Subject 95.txt,2025-04-08,0-60min,14,5,151
95,SelfAdmin,2025-03-28_12h09m_Subject 95.txt,2025-03-28,0-60min,15,5,223
95,SelfAdmin,2025-03-24_12h48m_Subject 95.txt,2025-03-24,0-60min,27,48,205
95,SelfAdmin,2025-03-27_12h03m_Subject 95.txt,2025-03-27,0-60min,17,12,133
95,SelfAdmin,2025-04-09_12h24m_Subject 95.txt,2025-04-09,0-60min,9,1,183
95,SelfAdmin,2025-04-10_13h08m_Subject 95.txt,2025-04-10,0-60min,15,1,208
95,SelfAdmin,2025-03-13_12h44m_Subject 95.txt,2025-03-13,0-60min,7,1,920
95,SelfAdmin,2025-03-20_13h39m_Subject 95.txt,2025-03-20,0-60min,6,0,488
95,SelfAdmin,2025-03-17_13h18m_Subject 95.txt,2025-03-17,0-60min,11,2,489
95,SelfAdmin,2025-03-21_13h25m_Subject 95.txt,2025-03-21,0-60min,10,0,708
95,SelfAdmin,2025-03-26_13h29m_Subject 95.txt,2025-03-26,0-60min,25,30,486
95,SelfAdmin,2025-03-14_12h55m_Subject 95.txt,2025-03-14,0-60min,12,3,485
95,SelfAdmin,2025-03-31_12h55m_Subject 95.txt,2025-03-31,0-60min,12,7,239
95,SelfAdmin,2025-04-02_13h06m_Subject 95.txt,2025-04-02,0-60min,10,4,274
