phase,subject,mean_active_presses,std_active_presses,mean_inactive_presses,std_inactive_presses,mean_reinforcers,std_reinforcers,sample_size,sem_active_presses,sem_inactive_presses,sem_reinforcers
SelfAdmin,93,11.73076923076923,7.0629041749563175,9.884615384615385,7.089862752279049,101.46153846153847,40.15891509414144,26,1.3851494696437774,1.3904364816371355,7.875811219605502
SelfAdmin,77,8.923076923076923,6.393265687725339,5.653846153846154,3.1361416765485286,37.15384615384615,18.152007729597976,26,1.2538225575882578,0.6150479848504823,3.559901600927198
SelfAdmin,84,13.884615384615385,4.421103238576753,6.538461538461538,2.4856511296763952,137.15384615384616,55.89110291106613,26,0.8670496801965816,0.48747629285399574,10.961147091528796
SelfAdmin,87,7.153846153846154,4.985517487220822,15.0,6.499230723708767,35.80769230769231,18.465143878712084,26,0.9777404212575784,1.2746040109051062,3.621312652263511
SelfAdmin,74,6.461538461538462,3.252454694298068,3.423076923076923,2.3524128366097123,69.23076923076923,34.05795964799734,26,0.637858844357781,0.46134611376534923,6.679315416857466
SelfAdmin,85,8.846153846153847,4.814081907839189,5.961538461538462,2.972955017900799,54.57692307692308,30.09873495936077,26,0.9441191380040773,0.5830444480503755,5.902847572778381
SelfAdmin,91,9.25925925925926,3.9476633068241243,7.888888888888889,4.457779141208643,93.0,77.43880959034192,27,0.7597281576216388,0.8578999957215696,14.903105854236026
SelfAdmin,95,8.038461538461538,3.736102452886101,4.3076923076923075,4.806405981764176,154.42307692307693,75.1660418417376,26,0.7327099735403114,0.9426137650486394,14.741273619636607
SelfAdmin,89,5.769230769230769,2.9025188000451236,4.615384615384615,2.8295147722098655,58.11538461538461,24.745628984654118,26,0.5692307692307692,0.554913501442198,4.853017118033791
SelfAdmin,80,15.807692307692308,7.3048982512789635,6.153846153846154,3.245825721659223,185.3846153846154,138.27366399226625,26,1.4326084126185095,0.636558795863914,27.11769657355914
SelfAdmin,94,3.576923076923077,1.701130845598349,6.615384615384615,4.924038367656556,72.84615384615384,37.52406407380982,26,0.3336192068030991,0.9656833739369364,7.3590744208331635
SelfAdmin,81,0.8846153846153846,1.608152308133109,3.1153846153846154,3.386170971193547,18.73076923076923,12.262325039918627,26,0.31538461538461543,0.6640827637875896,2.4048397946370197
SelfAdmin,75,8.384615384615385,4.561376310517895,11.23076923076923,6.198759181047073,41.96153846153846,18.305148498126464,26,0.8945594929296389,1.2156766932392868,3.589934976583096
SelfAdmin,83,3.923076923076923,2.9922978050064053,2.8846153846153846,2.8046664411572806,53.61538461538461,30.327646691528074,26,0.5868378807003277,0.5500403427915309,5.94774085697882
SelfAdmin,78,5.230769230769231,3.31430466080223,3.0,2.9120439557122078,35.15384615384615,16.443095347755683,26,0.6499886207470034,0.5710988059467874,3.224756309310499
SelfAdmin,92,10.444444444444445,5.131601439446884,10.555555555555555,6.110100926607786,57.666666666666664,49.711475226860536,27,0.9875771574795098,1.1758894715842623,9.566977868013781
SelfAdmin,73,9.0,2.4166091947189146,7.0,3.249615361854384,59.11538461538461,33.67174117633589,26,0.47393605540767275,0.6373020054525532,6.603571742876246
SelfAdmin,88,6.576923076923077,3.7328067394182285,3.8846153846153846,5.339115455405872,47.34615384615385,45.0856449950024,26,0.7320636309524694,1.047086688170745,8.84202244663208
SelfAdmin,79,11.5,7.322567855609124,8.961538461538462,8.204782845295878,195.57692307692307,153.1295328999401,26,1.4360737071291616,1.6090903012675004,30.031172167851654
SelfAdmin,82,6.576923076923077,3.8696054261185537,5.538461538461538,2.8457796011746126,77.1923076923077,29.276638100395658,26,0.7588920606801165,0.5581032968374479,5.741621114088903
SelfAdmin,0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0
SelfAdmin,86,2.769230769230769,2.43815819515785,1.9615384615384615,1.969381003884606,65.46153846153847,31.462016170907766,26,0.4781621620898478,0.38622739109640597,6.170209015093479
SelfAdmin,90,10.37037037037037,4.583818933094545,6.185185185185185,5.24064761879555,150.40740740740742,71.3093257787503,27,0.8821563649795462,1.0085631044798606,13.723486144697402
SelfAdmin,76,13.076923076923077,6.9795305109904175,9.846153846153847,5.7039797173013005,51.57692307692308,22.540937117916066,26,1.3687985488944754,1.1186424570637226,4.420641469958536
