subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
58,1,2025-03-03,0-180min,234,65,837,0.5652173913043478
58,2,2025-03-04,0-180min,161,90,806,0.28286852589641437
58,3,2025-03-05,0-180min,212,60,739,0.5588235294117647
58,4,2025-03-06,0-180min,287,73,529,0.5944444444444444
58,5,2025-03-07,0-180min,244,61,409,0.6
58,6,2025-03-10,0-180min,94,25,75,0.5798319327731093
58,7,2025-03-11,0-180min,139,37,273,0.5795454545454546
58,8,2025-03-12,0-180min,176,43,277,0.6073059360730594
58,9,2025-03-13,0-180min,110,33,229,0.5384615384615384
58,10,2025-03-14,0-180min,178,42,431,0.6181818181818182
58,11,2025-03-17,0-180min,103,48,197,0.36423841059602646
58,12,2025-03-18,0-180min,107,83,335,0.12631578947368421
58,13,2025-03-19,0-180min,126,25,264,0.6688741721854304
58,14,2025-03-20,0-180min,224,68,528,0.5342465753424658
58,15,2025-03-21,0-180min,223,85,433,0.44805194805194803
