subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
89,1,2025-03-10,0-180min,16,10,193,0.23076923076923078
89,2,2025-03-11,0-180min,12,7,151,0.2631578947368421
89,3,2025-03-12,0-180min,21,2,161,0.8260869565217391
89,4,2025-03-13,0-180min,16,3,241,0.6842105263157895
89,5,2025-03-14,0-180min,16,2,268,0.7777777777777778
89,6,2025-03-17,0-180min,19,3,360,0.7272727272727273
89,7,2025-03-18,0-180min,26,35,270,-0.14754098360655737
89,8,2025-03-19,0-180min,18,8,233,0.38461538461538464
89,9,2025-03-20,0-180min,14,12,196,0.07692307692307693
89,10,2025-03-21,0-180min,14,21,257,-0.2
