subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
71,1,2025-02-17,0-60min,0,0,270,0.0
71,2,2025-02-18,0-60min,1,1,249,0.0
71,3,2025-02-19,0-60min,1,1,117,0.0
71,4,2025-02-20,0-60min,5,6,176,-0.09090909090909091
71,5,2025-02-21,0-60min,4,6,134,-0.2
71,6,2025-02-24,0-60min,5,4,301,0.1111111111111111
71,7,2025-02-25,0-60min,9,8,419,0.058823529411764705
71,8,2025-02-26,0-60min,11,14,471,-0.12
71,9,2025-02-27,0-60min,15,5,490,0.5
71,10,2025-02-28,0-60min,21,23,410,-0.045454545454545456
