subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-10,0-180min,10,13,832,-0.13043478260869565
94,2,2025-03-11,0-180min,15,49,581,-0.53125
94,3,2025-03-12,0-180min,16,55,473,-0.5492957746478874
94,4,2025-03-13,0-180min,12,63,714,-0.68
94,5,2025-03-14,0-180min,13,28,527,-0.36585365853658536
94,6,2025-03-17,0-180min,9,42,653,-0.6470588235294118
94,7,2025-03-18,0-180min,24,30,565,-0.1111111111111111
94,8,2025-03-19,0-180min,61,56,459,0.042735042735042736
94,9,2025-03-20,0-180min,62,59,455,0.024793388429752067
94,10,2025-03-21,0-180min,42,30,442,0.16666666666666666
