subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
66,1,2025-03-03,0-180min,144,61,211,0.40487804878048783
66,2,2025-03-04,0-180min,73,39,148,0.30357142857142855
66,3,2025-03-05,0-180min,107,70,115,0.20903954802259886
66,4,2025-03-06,0-180min,105,76,59,0.16022099447513813
66,5,2025-03-07,0-180min,148,56,81,0.45098039215686275
66,6,2025-03-10,0-180min,204,61,86,0.539622641509434
66,7,2025-03-11,0-180min,136,56,82,0.4166666666666667
66,8,2025-03-12,0-180min,276,71,169,0.590778097982709
66,9,2025-03-13,0-180min,242,93,61,0.44477611940298506
66,10,2025-03-14,0-180min,234,77,82,0.5048231511254019
66,11,2025-03-17,0-180min,232,93,46,0.4276923076923077
66,12,2025-03-18,0-180min,206,85,82,0.41580756013745707
66,13,2025-03-19,0-180min,226,115,116,0.3255131964809384
66,14,2025-03-20,0-180min,266,170,110,0.22018348623853212
66,15,2025-03-21,0-180min,203,109,102,0.30128205128205127
