subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
70,1,2025-02-17,0-60min,9,3,199,0.5
70,2,2025-02-18,0-60min,19,4,173,0.6521739130434783
70,3,2025-02-19,0-60min,17,10,129,0.25925925925925924
70,4,2025-02-20,0-60min,30,14,505,0.36363636363636365
70,5,2025-02-21,0-60min,31,17,341,0.2916666666666667
70,6,2025-02-24,0-60min,37,19,218,0.32142857142857145
70,7,2025-02-25,0-60min,19,8,341,0.4074074074074074
70,8,2025-02-26,0-60min,17,5,328,0.5454545454545454
70,9,2025-02-27,0-60min,13,10,306,0.13043478260869565
70,10,2025-02-28,0-60min,15,14,151,0.034482758620689655
