subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
68,1,2025-02-17,0-60min,21,85,119,-0.6037735849056604
68,2,2025-02-18,0-60min,52,25,245,0.35064935064935066
68,3,2025-02-19,0-60min,18,41,184,-0.3898305084745763
68,4,2025-02-20,0-60min,113,70,258,0.23497267759562843
68,5,2025-02-21,0-60min,42,37,195,0.06329113924050633
68,6,2025-02-24,0-60min,48,52,252,-0.04
68,7,2025-02-25,0-60min,48,23,275,0.352112676056338
68,8,2025-02-26,0-60min,0,20,309,-1.0
68,9,2025-02-27,0-60min,25,7,208,0.5625
68,10,2025-02-28,0-60min,23,10,239,0.3939393939393939
