subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
67,1,2025-02-17,0-60min,1,0,345,1.0
67,2,2025-02-18,0-60min,9,4,260,0.38461538461538464
67,3,2025-02-19,0-60min,24,2,226,0.8461538461538461
67,4,2025-02-20,0-60min,19,2,264,0.8095238095238095
67,5,2025-02-21,0-60min,28,5,415,0.696969696969697
67,6,2025-02-24,0-60min,20,3,231,0.7391304347826086
67,7,2025-02-25,0-60min,34,6,209,0.7
67,8,2025-02-26,0-60min,40,6,214,0.7391304347826086
67,9,2025-02-27,0-60min,42,41,251,0.012048192771084338
67,10,2025-02-28,0-60min,39,43,185,-0.04878048780487805
