subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
85,1,2025-03-10,0-180min,127,58,480,0.372972972972973
85,2,2025-03-11,0-180min,116,48,663,0.4146341463414634
85,3,2025-03-12,0-180min,113,58,427,0.3216374269005848
85,4,2025-03-13,0-180min,138,63,410,0.373134328358209
85,5,2025-03-14,0-180min,150,94,438,0.22950819672131148
85,6,2025-03-17,0-180min,177,89,343,0.3308270676691729
85,7,2025-03-18,0-180min,139,70,282,0.33014354066985646
85,8,2025-03-19,0-180min,107,70,195,0.20903954802259886
85,9,2025-03-20,0-180min,94,49,143,0.3146853146853147
85,10,2025-03-21,0-180min,83,72,234,0.07096774193548387
