subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
86,1,2025-03-10,0-180min,4,5,301,-0.1111111111111111
86,2,2025-03-11,0-180min,4,3,323,0.14285714285714285
86,3,2025-03-12,0-180min,3,0,398,1.0
86,4,2025-03-13,0-180min,12,4,80,0.5
86,5,2025-03-14,0-180min,6,5,433,0.09090909090909091
86,6,2025-03-17,0-180min,10,0,473,1.0
86,7,2025-03-18,0-180min,10,1,615,0.8181818181818182
86,8,2025-03-19,0-180min,9,5,646,0.2857142857142857
86,9,2025-03-20,0-180min,17,2,534,0.7894736842105263
86,10,2025-03-21,0-180min,19,4,455,0.6521739130434783
