subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
88,1,2025-03-10,0-180min,21,5,119,0.6153846153846154
88,2,2025-03-11,0-180min,8,2,44,0.6
88,3,2025-03-12,0-180min,6,0,75,1.0
88,4,2025-03-13,0-180min,11,2,563,0.6923076923076923
88,5,2025-03-14,0-180min,17,29,87,-0.2608695652173913
88,6,2025-03-17,0-180min,10,4,129,0.42857142857142855
88,7,2025-03-18,0-180min,28,1,134,0.9310344827586207
88,8,2025-03-19,0-180min,18,1,153,0.8947368421052632
88,9,2025-03-20,0-180min,21,6,135,0.5555555555555556
88,10,2025-03-21,0-180min,32,6,387,0.6842105263157895
