subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
77,1,2025-03-10,0-180min,31,5,347,0.7222222222222222
77,2,2025-03-11,0-180min,44,9,225,0.660377358490566
77,3,2025-03-12,0-180min,34,12,256,0.4782608695652174
77,4,2025-03-13,0-180min,34,26,338,0.13333333333333333
77,5,2025-03-14,0-180min,156,37,316,0.616580310880829
77,6,2025-03-17,0-180min,182,17,202,0.8291457286432161
77,7,2025-03-18,0-180min,103,10,76,0.8230088495575221
77,8,2025-03-19,0-180min,42,14,225,0.5
77,9,2025-03-20,0-180min,25,13,129,0.3157894736842105
77,10,2025-03-21,0-180min,79,29,82,0.46296296296296297
