subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
82,1,2025-03-10,0-180min,14,10,252,0.16666666666666666
82,2,2025-03-11,0-180min,17,35,163,-0.34615384615384615
82,3,2025-03-12,0-180min,17,15,188,0.0625
82,4,2025-03-13,0-180min,22,15,234,0.1891891891891892
82,5,2025-03-14,0-180min,12,9,177,0.14285714285714285
82,6,2025-03-17,0-180min,15,11,376,0.15384615384615385
82,7,2025-03-18,0-180min,33,28,428,0.08196721311475409
82,8,2025-03-19,0-180min,35,27,343,0.12903225806451613
82,9,2025-03-20,0-180min,33,32,193,0.015384615384615385
82,10,2025-03-21,0-180min,62,30,291,0.34782608695652173
