subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
62,1,2025-03-03,0-180min,71,15,709,0.6511627906976745
62,2,2025-03-04,0-180min,61,74,1151,-0.0962962962962963
62,3,2025-03-05,0-180min,38,59,886,-0.21649484536082475
62,4,2025-03-06,0-180min,26,57,1015,-0.37349397590361444
62,5,2025-03-07,0-180min,48,108,430,-0.38461538461538464
62,6,2025-03-10,0-180min,54,45,327,0.09090909090909091
62,7,2025-03-11,0-180min,38,29,334,0.13432835820895522
62,8,2025-03-12,0-180min,44,59,359,-0.14563106796116504
62,9,2025-03-13,0-180min,40,34,420,0.08108108108108109
62,10,2025-03-14,0-180min,30,134,336,-0.6341463414634146
62,11,2025-03-17,0-180min,60,53,610,0.061946902654867256
62,12,2025-03-18,0-180min,38,50,414,-0.13636363636363635
62,13,2025-03-19,0-180min,47,33,368,0.175
62,14,2025-03-20,0-180min,61,85,813,-0.1643835616438356
62,15,2025-03-21,0-180min,26,29,475,-0.05454545454545454
