subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
73,1,2025-03-10,0-180min,59,35,156,0.2553191489361702
73,2,2025-03-11,0-180min,41,14,143,0.4909090909090909
73,3,2025-03-12,0-180min,88,17,42,0.6761904761904762
73,4,2025-03-13,0-180min,27,8,168,0.5428571428571428
73,5,2025-03-14,0-180min,67,18,237,0.5764705882352941
73,6,2025-03-17,0-180min,66,39,143,0.2571428571428571
73,7,2025-03-18,0-180min,62,43,169,0.18095238095238095
73,8,2025-03-19,0-180min,66,44,272,0.2
73,9,2025-03-20,0-180min,58,43,206,0.1485148514851485
73,10,2025-03-21,0-180min,87,36,95,0.4146341463414634
