subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
67,1,2025-03-03,0-180min,152,117,767,0.13011152416356878
67,2,2025-03-04,0-180min,162,143,700,0.06229508196721312
67,3,2025-03-05,0-180min,136,146,842,-0.03546099290780142
67,4,2025-03-06,0-180min,129,102,954,0.11688311688311688
67,5,2025-03-07,0-180min,113,85,735,0.1414141414141414
67,6,2025-03-10,0-180min,67,120,507,-0.28342245989304815
67,7,2025-03-11,0-180min,69,109,601,-0.2247191011235955
67,8,2025-03-12,0-180min,188,143,683,0.13595166163141995
67,9,2025-03-13,0-180min,68,129,671,-0.3096446700507614
67,10,2025-03-14,0-180min,44,79,661,-0.2845528455284553
67,11,2025-03-17,0-180min,29,105,325,-0.5671641791044776
67,12,2025-03-18,0-180min,40,97,543,-0.41605839416058393
67,13,2025-03-19,0-180min,34,105,590,-0.5107913669064749
67,14,2025-03-20,0-180min,41,87,576,-0.359375
67,15,2025-03-21,0-180min,85,87,568,-0.011627906976744186
