subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
69,1,2025-02-17,0-60min,0,0,346,0.0
69,2,2025-02-18,0-60min,1,0,222,1.0
69,3,2025-02-19,0-60min,8,3,125,0.45454545454545453
69,4,2025-02-20,0-60min,1,16,262,-0.8823529411764706
69,5,2025-02-21,0-60min,0,7,62,-1.0
69,6,2025-02-24,0-60min,9,4,130,0.38461538461538464
69,7,2025-02-25,0-60min,31,8,133,0.5897435897435898
69,8,2025-02-26,0-60min,15,8,52,0.30434782608695654
69,9,2025-02-27,0-60min,23,4,91,0.7037037037037037
69,10,2025-02-28,0-60min,5,8,149,-0.23076923076923078
