subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
70,1,2025-03-03,0-180min,90,82,1192,0.046511627906976744
70,2,2025-03-04,0-180min,73,58,2211,0.11450381679389313
70,3,2025-03-05,0-180min,81,92,1515,-0.06358381502890173
70,4,2025-03-06,0-180min,74,31,2647,0.4095238095238095
70,5,2025-03-07,0-180min,65,58,2343,0.056910569105691054
70,6,2025-03-10,0-180min,20,23,767,-0.06976744186046512
70,7,2025-03-11,0-180min,25,66,733,-0.45054945054945056
70,8,2025-03-12,0-180min,135,85,485,0.22727272727272727
70,9,2025-03-13,0-180min,57,114,539,-0.3333333333333333
70,10,2025-03-14,0-180min,27,61,789,-0.38636363636363635
70,11,2025-03-17,0-180min,27,52,431,-0.31645569620253167
70,12,2025-03-18,0-180min,30,45,563,-0.2
70,13,2025-03-19,0-180min,24,27,260,-0.058823529411764705
70,14,2025-03-20,0-180min,28,48,376,-0.2631578947368421
70,15,2025-03-21,0-180min,26,36,309,-0.16129032258064516
