subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
80,1,2025-03-10,0-180min,31,4,1260,0.7714285714285715
80,2,2025-03-11,0-180min,34,6,2157,0.7
80,3,2025-03-12,0-180min,31,0,3047,1.0
80,4,2025-03-13,0-180min,25,3,3388,0.7857142857142857
80,5,2025-03-14,0-180min,22,5,712,0.6296296296296297
80,6,2025-03-17,0-180min,95,9,719,0.8269230769230769
80,7,2025-03-18,0-180min,68,15,588,0.6385542168674698
80,8,2025-03-19,0-180min,78,6,1731,0.8571428571428571
80,9,2025-03-20,0-180min,77,9,1966,0.7906976744186046
80,10,2025-03-21,0-180min,113,2,3612,0.9652173913043478
