subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
62,1,2025-02-17,0-60min,12,1,121,0.8461538461538461
62,2,2025-02-18,0-60min,6,10,120,-0.25
62,3,2025-02-19,0-60min,19,3,93,0.7272727272727273
62,4,2025-02-20,0-60min,40,5,252,0.7777777777777778
62,5,2025-02-21,0-60min,29,11,215,0.45
62,6,2025-02-24,0-60min,9,5,282,0.2857142857142857
62,7,2025-02-25,0-60min,16,17,205,-0.030303030303030304
62,8,2025-02-26,0-60min,15,1,207,0.875
62,9,2025-02-27,0-60min,16,5,443,0.5238095238095238
62,10,2025-02-28,0-60min,23,7,242,0.5333333333333333
