subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
58,1,2025-02-17,0-60min,0,0,118,0.0
58,2,2025-02-18,0-60min,0,15,101,-1.0
58,3,2025-02-19,0-60min,12,9,69,0.14285714285714285
58,4,2025-02-20,0-60min,19,6,84,0.52
58,5,2025-02-21,0-60min,8,5,108,0.23076923076923078
58,6,2025-02-24,0-60min,8,7,101,0.06666666666666667
58,7,2025-02-25,0-60min,25,7,110,0.5625
58,8,2025-02-26,0-60min,76,15,123,0.6703296703296703
58,9,2025-02-27,0-60min,44,24,205,0.29411764705882354
58,10,2025-02-28,0-60min,49,19,108,0.4411764705882353
