subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
71,1,2025-03-03,0-180min,36,45,2866,-0.1111111111111111
71,2,2025-03-04,0-180min,49,40,2439,0.10112359550561797
71,3,2025-03-05,0-180min,35,28,2970,0.1111111111111111
71,4,2025-03-06,0-180min,93,47,3240,0.32857142857142857
71,5,2025-03-07,0-180min,77,36,4031,0.36283185840707965
71,6,2025-03-10,0-180min,46,5,3469,0.803921568627451
71,7,2025-03-11,0-180min,39,42,3550,-0.037037037037037035
71,8,2025-03-12,0-180min,38,20,3294,0.3103448275862069
71,9,2025-03-13,0-180min,28,3,4541,0.8064516129032258
71,10,2025-03-14,0-180min,21,5,3294,0.6153846153846154
71,11,2025-03-17,0-180min,25,6,1697,0.6129032258064516
71,12,2025-03-18,0-180min,30,23,1315,0.1320754716981132
71,13,2025-03-19,0-180min,34,15,1060,0.3877551020408163
71,14,2025-03-20,0-180min,19,22,1809,-0.07317073170731707
71,15,2025-03-21,0-180min,20,21,1254,-0.024390243902439025
