subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
79,1,2025-03-10,0-180min,21,11,1360,0.3125
79,2,2025-03-11,0-180min,28,10,1118,0.47368421052631576
79,3,2025-03-12,0-180min,158,13,781,0.847953216374269
79,4,2025-03-13,0-180min,22,79,1072,-0.5643564356435643
79,5,2025-03-14,0-180min,49,7,958,0.75
79,6,2025-03-17,0-180min,20,8,2074,0.42857142857142855
79,7,2025-03-18,0-180min,17,11,3206,0.21428571428571427
79,8,2025-03-19,0-180min,53,36,2192,0.19101123595505617
79,9,2025-03-20,0-180min,34,1,6689,0.9428571428571428
79,10,2025-03-21,0-180min,76,5,5792,0.8765432098765432
