subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
87,1,2025-03-10,0-180min,16,22,126,-0.15789473684210525
87,2,2025-03-11,0-180min,42,50,132,-0.08695652173913043
87,3,2025-03-12,0-180min,46,80,190,-0.2698412698412698
87,4,2025-03-13,0-180min,94,151,197,-0.23265306122448978
87,5,2025-03-14,0-180min,84,51,175,0.24444444444444444
87,6,2025-03-17,0-180min,88,87,143,0.005714285714285714
87,7,2025-03-18,0-180min,150,65,189,0.3953488372093023
87,8,2025-03-19,0-180min,122,20,234,0.7183098591549296
87,9,2025-03-20,0-180min,88,34,277,0.4426229508196721
87,10,2025-03-21,0-180min,81,27,297,0.5
