subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
78,1,2025-03-10,0-180min,53,9,203,0.7096774193548387
78,2,2025-03-11,0-180min,77,7,172,0.8333333333333334
78,3,2025-03-12,0-180min,121,23,224,0.6805555555555556
78,4,2025-03-13,0-180min,123,41,243,0.5
78,5,2025-03-14,0-180min,114,40,158,0.4805194805194805
78,6,2025-03-17,0-180min,123,54,164,0.3898305084745763
78,7,2025-03-18,0-180min,142,13,168,0.832258064516129
78,8,2025-03-19,0-180min,143,20,141,0.754601226993865
78,9,2025-03-20,0-180min,93,24,103,0.5897435897435898
78,10,2025-03-21,0-180min,66,22,132,0.5
