subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-10,0-180min,27,1,888,0.9285714285714286
92,2,2025-03-11,0-180min,19,10,724,0.3103448275862069
92,3,2025-03-12,0-180min,23,16,932,0.1794871794871795
92,4,2025-03-13,0-180min,25,22,543,0.06382978723404255
92,5,2025-03-14,0-180min,76,25,715,0.504950495049505
92,6,2025-03-17,0-180min,133,22,510,0.7161290322580646
92,7,2025-03-18,0-180min,107,24,685,0.6335877862595419
92,8,2025-03-19,0-180min,76,12,624,0.7272727272727273
92,9,2025-03-20,0-180min,58,11,551,0.6811594202898551
92,10,2025-03-21,0-180min,64,37,655,0.26732673267326734
