subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
75,1,2025-03-24,0-30min,7,12,30,-0.2631578947368421
75,2,2025-03-25,0-30min,7,27,37,-0.5882352941176471
75,3,2025-03-26,0-30min,9,15,59,-0.25
75,4,2025-03-27,0-30min,7,18,31,-0.44
75,5,2025-03-28,0-30min,5,18,39,-0.5652173913043478
75,6,2025-03-31,0-30min,5,12,56,-0.4117647058823529
75,7,2025-04-01,0-30min,20,11,38,0.2903225806451613
75,8,2025-04-02,0-30min,24,9,37,0.45454545454545453
75,9,2025-04-03,0-30min,18,11,49,0.2413793103448276
75,10,2025-04-04,0-30min,29,14,54,0.3488372093023256
75,11,2025-04-07,0-30min,4,9,18,-0.38461538461538464
75,12,2025-04-08,0-30min,5,6,43,-0.09090909090909091
75,13,2025-04-09,0-30min,15,9,44,0.25
75,14,2025-04-10,0-30min,7,12,21,-0.2631578947368421
75,15,2025-04-11,0-30min,14,14,28,0.0
