subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
73,1,2025-03-24,0-30min,11,11,62,0.0
73,2,2025-03-25,0-30min,12,8,27,0.2
73,3,2025-03-26,0-30min,17,8,40,0.36
73,4,2025-03-27,0-30min,11,2,40,0.6923076923076923
73,5,2025-03-28,0-30min,12,5,44,0.4117647058823529
73,6,2025-03-31,0-30min,12,12,49,0.0
73,7,2025-04-01,0-30min,16,8,47,0.3333333333333333
73,8,2025-04-02,0-30min,19,8,13,0.4074074074074074
73,9,2025-04-03,0-30min,13,10,56,0.13043478260869565
73,10,2025-04-04,0-30min,12,7,128,0.2631578947368421
73,11,2025-04-07,0-30min,22,0,26,1.0
73,12,2025-04-08,0-30min,11,3,115,0.5714285714285714
73,13,2025-04-09,0-30min,6,6,68,0.0
73,14,2025-04-10,0-30min,11,7,48,0.2222222222222222
73,15,2025-04-11,0-30min,15,6,90,0.42857142857142855
