subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
92,1,2025-03-24,0-30min,17,8,38,0.36
92,2,2025-03-25,0-30min,14,12,41,0.07692307692307693
92,3,2025-03-26,0-30min,18,15,19,0.09090909090909091
92,4,2025-03-27,0-30min,40,14,47,0.48148148148148145
92,5,2025-03-28,0-30min,45,14,15,0.5254237288135594
92,6,2025-03-31,0-30min,38,11,36,0.5510204081632653
92,7,2025-04-01,0-30min,14,18,36,-0.125
92,8,2025-04-02,0-30min,21,21,20,0.0
92,9,2025-04-03,0-30min,8,18,24,-0.38461538461538464
92,10,2025-04-04,0-30min,13,18,23,-0.16129032258064516
92,11,2025-04-07,0-30min,18,23,28,-0.12195121951219512
92,12,2025-04-08,0-30min,11,12,18,-0.043478260869565216
92,13,2025-04-09,0-30min,11,16,20,-0.18518518518518517
92,14,2025-04-10,0-30min,14,15,20,-0.034482758620689655
92,15,2025-04-11,0-30min,27,15,27,0.2857142857142857
