subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
82,1,2025-03-24,0-30min,6,7,132,-0.07692307692307693
82,2,2025-03-25,0-30min,7,4,89,0.2727272727272727
82,3,2025-03-26,0-30min,6,5,64,0.09090909090909091
82,4,2025-03-27,0-30min,8,8,107,0.0
82,5,2025-03-28,0-30min,9,5,46,0.2857142857142857
82,6,2025-03-31,0-30min,5,5,85,0.0
82,7,2025-04-01,0-30min,9,3,80,0.5
82,8,2025-04-02,0-30min,6,5,60,0.09090909090909091
82,9,2025-04-03,0-30min,8,3,57,0.45454545454545453
82,10,2025-04-04,0-30min,13,1,55,0.8571428571428571
82,11,2025-04-07,0-30min,8,1,90,0.7777777777777778
82,12,2025-04-08,0-30min,5,6,72,-0.09090909090909091
82,13,2025-04-09,0-30min,3,3,62,0.0
82,14,2025-04-10,0-30min,3,7,80,-0.4
82,15,2025-04-11,0-30min,4,5,46,-0.1111111111111111
