subject,session_number,date,time_window,active_lever,inactive_lever,reinforcers,discrimination_index
94,1,2025-03-24,0-30min,5,8,31,-0.23076923076923078
94,2,2025-03-25,0-30min,3,3,37,0.0
94,3,2025-03-26,0-30min,5,7,45,-0.16666666666666666
94,4,2025-03-27,0-30min,1,3,48,-0.5
94,5,2025-03-28,0-30min,9,9,52,0.0
94,6,2025-03-31,0-30min,7,5,48,0.16666666666666666
94,7,2025-04-01,0-30min,4,11,44,-0.4666666666666667
94,8,2025-04-02,0-30min,6,7,56,-0.07692307692307693
94,9,2025-04-03,0-30min,7,11,56,-0.2222222222222222
94,10,2025-04-04,0-30min,3,11,71,-0.5714285714285714
94,11,2025-04-07,0-30min,5,12,40,-0.4117647058823529
94,12,2025-04-08,0-30min,7,7,48,0.0
94,13,2025-04-09,0-30min,2,5,49,-0.42857142857142855
94,14,2025-04-10,0-30min,9,2,150,0.6363636363636364
94,15,2025-04-11,0-30min,1,3,105,-0.5
